"","date","maxtempC","mintempC","totalSnow_cm","sunHour","uvIndex","moon_illumination","DewPointC","FeelsLikeC","HeatIndexC","WindChillC","WindGustKmph","cloudcover","humidity","precipMM","pressure","tempC","visibility","winddirDegree","windspeedKmph","AQI","AQI_Explained","date_time","moonrise","moonset","sunrise","sunset","location"
"655","2015-10-20",24,16,0,8.6,5,48,16,21,22,21,16,51,78,0.2,1015,24,10,80,11,233,"Very unhealthy","2015-10-20","12:00 PM","10:57 PM","06:00 AM","05:18 PM","shanghai"
"656","2015-10-21",25,17,0,8.7,6,56,18,23,24,23,15,7,76,0,1017,25,10,70,12,263,"Very unhealthy","2015-10-21","12:48 PM","11:57 PM","06:01 AM","05:17 PM","shanghai"
"657","2015-10-22",26,18,0,8.7,5,63,18,22,22,22,17,30,80,0,1018,26,9,69,12,331,"Hazardous","2015-10-22","01:34 PM","No moonset","06:01 AM","05:16 PM","shanghai"
"658","2015-10-23",25,17,0,8.7,6,70,18,24,24,22,14,27,79,0,1018,25,9,78,11,297,"Very unhealthy","2015-10-23","02:17 PM","01:00 AM","06:02 AM","05:15 PM","shanghai"
"659","2015-10-24",22,17,0,7.2,5,77,17,21,23,21,17,45,77,0.1,1019,22,10,110,13,293,"Very unhealthy","2015-10-24","03:01 PM","02:04 AM","06:03 AM","05:14 PM","shanghai"
"660","2015-10-26",26,18,0,8.7,6,92,18,23,23,22,21,27,78,0,1017,26,10,154,15,290,"Very unhealthy","2015-10-26","04:27 PM","04:18 AM","06:04 AM","05:12 PM","shanghai"
"661","2015-10-27",21,14,0,8.7,4,99,11,18,18,18,27,36,63,0,1019,21,10,322,20,287,"Very unhealthy","2015-10-27","05:13 PM","05:26 AM","06:05 AM","05:11 PM","shanghai"
"662","2015-10-28",20,11,0,8.7,5,100,6,17,18,17,10,27,48,0,1022,20,10,96,6,326,"Hazardous","2015-10-28","06:01 PM","06:34 AM","06:06 AM","05:10 PM","shanghai"
"663","2015-10-29",17,15,0,4.1,4,86,13,17,17,17,20,95,80,10.3,1022,17,9,40,13,322,"Hazardous","2015-10-29","06:51 PM","07:42 AM","06:07 AM","05:09 PM","shanghai"
"664","2015-10-30",19,14,0,7.2,4,79,11,16,17,16,28,61,69,0.1,1027,19,10,101,19,263,"Very unhealthy","2015-10-30","07:45 PM","08:45 AM","06:07 AM","05:08 PM","shanghai"
"665","2015-10-31",18,14,0,7.2,4,75,8,16,16,16,20,64,60,0,1030,18,10,104,15,207,"Very unhealthy","2015-10-31","08:39 PM","09:45 AM","06:08 AM","05:08 PM","shanghai"
"666","2015-11-01",14,10,0,5.6,3,59,10,12,13,12,16,63,80,4.1,1026,14,10,308,11,162,"Unhealthy","2015-11-01","09:36 PM","10:40 AM","06:09 AM","05:07 PM","shanghai"
"667","2015-11-02",18,9,0,8.7,4,52,7,15,16,15,14,1,55,0,1026,18,10,239,11,237,"Very unhealthy","2015-11-02","10:31 PM","11:29 AM","06:10 AM","05:06 PM","shanghai"
"668","2015-11-03",20,10,0,8.7,5,44,11,18,18,18,17,16,65,0,1026,20,10,101,12,346,"Hazardous","2015-11-03","11:27 PM","12:12 PM","06:10 AM","05:05 PM","shanghai"
"669","2015-11-04",19,15,0,4.1,4,37,16,18,18,18,21,76,85,0.7,1024,19,8,131,13,334,"Hazardous","2015-11-04","No moonrise","12:52 PM","06:11 AM","05:04 PM","shanghai"
"670","2015-11-05",24,18,0,7.2,5,29,18,21,21,21,16,75,85,1,1021,24,8,139,11,240,"Very unhealthy","2015-11-05","12:20 AM","01:29 PM","06:12 AM","05:03 PM","shanghai"
"671","2015-11-06",26,19,0,8.7,5,22,19,24,24,22,33,59,88,0,1018,26,10,146,22,253,"Very unhealthy","2015-11-06","01:13 AM","02:03 PM","06:13 AM","05:03 PM","shanghai"
"672","2015-11-07",25,16,0,4.1,5,14,18,23,23,21,26,80,82,0.3,1017,25,10,257,18,188,"Unhealthy","2015-11-07","02:05 AM","02:36 PM","06:14 AM","05:02 PM","shanghai"
"673","2015-11-08",18,14,0,4.1,4,6,11,15,15,15,23,96,77,0.9,1021,18,8,313,18,300,"Very unhealthy","2015-11-08","02:57 AM","03:09 PM","06:14 AM","05:01 PM","shanghai"
"674","2015-11-09",15,11,0,5.6,3,0,9,12,13,12,26,57,75,1.1,1024,15,10,328,20,333,"Hazardous","2015-11-09","03:49 AM","03:42 PM","06:15 AM","05:00 PM","shanghai"
"675","2015-11-10",16,9,0,7.2,3,0,8,13,14,13,18,48,70,0,1026,16,10,134,13,334,"Hazardous","2015-11-10","04:40 AM","04:17 PM","06:16 AM","05:00 PM","shanghai"
"676","2015-11-11",18,13,0,7.1,4,0,10,15,15,15,18,61,69,0.1,1026,18,10,81,13,310,"Hazardous","2015-11-11","05:34 AM","04:54 PM","06:17 AM","04:59 PM","shanghai"
"677","2015-11-12",17,14,0,3.9,4,1,13,16,16,16,8,87,84,0,1023,17,9,88,6,243,"Very unhealthy","2015-11-12","06:27 AM","05:34 PM","06:18 AM","04:59 PM","shanghai"
"678","2015-11-13",17,13,0,5.5,4,8,13,15,15,15,22,80,86,2.1,1018,17,9,265,16,319,"Hazardous","2015-11-13","07:21 AM","06:18 PM","06:19 AM","04:58 PM","shanghai"
"679","2015-11-14",18,13,0,5.5,4,16,11,15,15,15,16,41,74,0,1019,18,10,303,12,318,"Hazardous","2015-11-14","08:15 AM","07:06 PM","06:20 AM","04:57 PM","shanghai"
"680","2015-11-15",20,12,0,8.7,5,24,13,17,17,17,17,23,74,0,1019,20,10,116,12,351,"Hazardous","2015-11-15","09:08 AM","07:57 PM","06:20 AM","04:57 PM","shanghai"
"681","2015-11-16",21,16,0,3.9,4,31,16,18,18,18,23,89,88,4.5,1016,21,10,179,15,345,"Hazardous","2015-11-16","09:58 AM","08:52 PM","06:21 AM","04:56 PM","shanghai"
"682","2015-11-17",17,15,0,3.9,4,39,15,17,17,17,24,100,91,15.9,1017,17,9,34,17,324,"Hazardous","2015-11-17","10:46 AM","09:50 PM","06:22 AM","04:56 PM","shanghai"
"683","2015-11-18",17,14,0,3.9,4,46,14,16,16,16,25,98,85,1.8,1020,17,10,99,17,210,"Very unhealthy","2015-11-18","11:32 AM","10:50 PM","06:23 AM","04:55 PM","shanghai"
"684","2015-11-19",14,14,0,3.9,3,54,11,14,14,14,12,99,84,0.5,1023,14,9,22,9,180,"Unhealthy","2015-11-19","12:15 PM","11:52 PM","06:24 AM","04:55 PM","shanghai"
"685","2015-11-20",15,14,0,3.9,3,61,13,15,15,15,15,99,88,1.7,1023,15,8,31,10,223,"Very unhealthy","2015-11-20","12:57 PM","No moonset","06:25 AM","04:54 PM","shanghai"
"686","2015-11-21",17,15,0,3.9,4,69,16,17,17,17,19,100,94,8.1,1024,17,8,74,13,293,"Very unhealthy","2015-11-21","01:38 PM","12:55 AM","06:25 AM","04:54 PM","shanghai"
"687","2015-11-22",19,17,0,3.9,4,76,16,18,18,18,20,94,92,5.8,1023,19,8,79,13,214,"Very unhealthy","2015-11-22","02:19 PM","02:00 AM","06:26 AM","04:54 PM","shanghai"
"688","2015-11-23",17,15,0,3.8,4,84,15,16,17,16,23,88,90,1.3,1023,17,9,165,16,200,"Unhealthy","2015-11-23","03:02 PM","03:05 AM","06:27 AM","04:53 PM","shanghai"
"689","2015-11-24",14,11,0,3.8,3,91,11,12,14,12,32,99,84,0,1024,14,10,75,22,227,"Very unhealthy","2015-11-24","03:48 PM","04:12 AM","06:28 AM","04:53 PM","shanghai"
"690","2015-11-25",8,5,0,5.5,2,99,3,3,7,3,36,86,78,1.5,1026,8,10,312,27,160,"Unhealthy","2015-11-25","04:36 PM","05:19 AM","06:29 AM","04:53 PM","shanghai"
"691","2015-11-26",5,0,0,8.7,2,100,-5,-3,3,-3,35,18,58,0,1029,5,10,306,27,220,"Very unhealthy","2015-11-26","05:28 PM","06:24 AM","06:30 AM","04:53 PM","shanghai"
"692","2015-11-27",6,-1,0,7.1,1,86,-6,2,4,2,11,31,48,0,1030,6,10,213,9,320,"Hazardous","2015-11-27","06:23 PM","07:27 AM","06:31 AM","04:52 PM","shanghai"
"693","2015-11-28",14,6,0,7.1,3,78,2,10,11,10,10,67,57,0.2,1028,14,9,180,6,300,"Very unhealthy","2015-11-28","07:20 PM","08:25 AM","06:31 AM","04:52 PM","shanghai"
"694","2015-11-29",13,9,0,3.8,3,71,10,12,12,12,5,93,87,2.1,1026,13,9,158,4,324,"Hazardous","2015-11-29","08:17 PM","09:19 AM","06:32 AM","04:52 PM","shanghai"
"695","2015-11-30",16,10,0,7.1,3,63,11,13,14,13,11,29,81,0,1025,16,10,91,8,329,"Hazardous","2015-11-30","09:15 PM","10:06 AM","06:33 AM","04:52 PM","shanghai"
"696","2015-12-01",17,12,0,3.8,3,61,11,14,14,14,24,57,82,0,1022,17,10,113,15,348,"Hazardous","2015-12-01","10:10 PM","10:49 AM","06:34 AM","04:52 PM","shanghai"
"697","2015-12-02",13,8,0,5.4,3,54,8,11,13,11,28,76,76,3.3,1021,13,10,295,18,312,"Hazardous","2015-12-02","11:04 PM","11:28 AM","06:35 AM","04:52 PM","shanghai"
"698","2015-12-03",13,6,0,8.7,3,46,-1,8,10,8,26,8,48,0,1026,13,10,298,19,326,"Hazardous","2015-12-03","11:57 PM","12:03 PM","06:36 AM","04:52 PM","shanghai"
"699","2015-12-04",10,4,0,8.7,3,39,-5,6,8,6,17,22,42,0,1029,10,10,327,11,314,"Hazardous","2015-12-04","No moonrise","12:36 PM","06:36 AM","04:52 PM","shanghai"
"700","2015-12-05",7,4,0,3.8,2,32,-1,5,6,5,7,97,63,4.6,1029,7,9,260,5,305,"Hazardous","2015-12-05","12:49 AM","01:10 PM","06:37 AM","04:52 PM","shanghai"
"701","2015-12-06",11,4,0,8.7,2,25,3,6,8,6,15,49,72,1.9,1030,11,10,294,12,325,"Hazardous","2015-12-06","01:41 AM","01:43 PM","06:38 AM","04:52 PM","shanghai"
"702","2015-12-07",13,6,0,8.7,3,17,7,11,12,11,13,1,72,0,1031,13,10,144,11,341,"Hazardous","2015-12-07","02:33 AM","02:16 PM","06:39 AM","04:52 PM","shanghai"
"703","2015-12-08",14,7,0,5.4,3,10,7,12,12,12,15,35,72,0,1031,14,10,69,11,320,"Hazardous","2015-12-08","03:26 AM","02:52 PM","06:39 AM","04:52 PM","shanghai"
"704","2015-12-09",16,10,0,3.8,3,3,11,12,13,12,19,81,86,1.4,1024,16,8,92,12,217,"Very unhealthy","2015-12-09","04:19 AM","03:31 PM","06:40 AM","04:52 PM","shanghai"
"705","2015-12-10",13,11,0,3.8,3,0,11,11,12,11,28,97,93,5.4,1017,13,9,305,19,263,"Very unhealthy","2015-12-10","05:13 AM","04:13 PM","06:41 AM","04:52 PM","shanghai"
"706","2015-12-11",11,6,0,5.4,2,0,7,8,10,8,23,68,82,0.2,1022,11,9,299,17,273,"Very unhealthy","2015-12-11","06:08 AM","05:00 PM","06:42 AM","04:53 PM","shanghai"
"707","2015-12-12",12,5,0,8.7,3,4,7,10,11,10,10,9,77,0,1024,12,10,196,8,317,"Hazardous","2015-12-12","07:02 AM","05:51 PM","06:42 AM","04:53 PM","shanghai"
"708","2015-12-13",10,7,0,3.8,2,12,7,7,9,7,15,94,89,1,1023,10,8,213,11,309,"Hazardous","2015-12-13","07:55 AM","06:46 PM","06:43 AM","04:53 PM","shanghai"
"709","2015-12-14",9,6,0,7.1,2,19,3,5,8,5,22,58,74,0,1024,9,10,300,15,320,"Hazardous","2015-12-14","08:45 AM","07:45 PM","06:44 AM","04:53 PM","shanghai"
"710","2015-12-15",10,5,0,8.7,3,26,0,5,8,5,20,32,61,0,1026,10,10,310,14,365,"Hazardous","2015-12-15","09:32 AM","08:45 PM","06:44 AM","04:54 PM","shanghai"
"711","2015-12-16",7,2,0,8.7,3,33,-5,1,5,1,29,4,48,0,1030,7,10,319,21,417,"Hazardous","2015-12-16","10:16 AM","09:46 PM","06:45 AM","04:54 PM","shanghai"
"712","2015-12-17",5,0,0,8.7,2,41,-8,0,4,0,19,0,43,0,1034,5,10,320,16,322,"Hazardous","2015-12-17","10:58 AM","10:48 PM","06:46 AM","04:54 PM","shanghai"
"713","2015-12-18",3,1,0,8.7,2,48,-6,1,4,1,14,19,48,0,1033,3,10,309,10,304,"Hazardous","2015-12-18","11:39 AM","11:51 PM","06:46 AM","04:55 PM","shanghai"
"714","2015-12-19",11,5,0,5.4,2,55,2,7,9,7,18,37,63,0,1027,11,10,195,12,313,"Hazardous","2015-12-19","12:18 PM","No moonset","06:47 AM","04:55 PM","shanghai"
"715","2015-12-20",11,6,0,5.4,2,62,3,7,9,7,21,59,68,0.8,1026,11,9,189,15,260,"Very unhealthy","2015-12-20","12:59 PM","12:54 AM","06:47 AM","04:56 PM","shanghai"
"716","2015-12-21",9,6,0,8.7,3,70,5,7,8,7,12,48,81,0.2,1028,9,10,151,9,293,"Very unhealthy","2015-12-21","01:42 PM","01:58 AM","06:48 AM","04:56 PM","shanghai"
"717","2015-12-22",16,10,0,7.1,3,77,10,12,13,12,14,70,83,2.9,1024,16,10,179,9,359,"Hazardous","2015-12-22","02:27 PM","03:02 AM","06:48 AM","04:57 PM","shanghai"
"718","2015-12-23",12,9,0,3.8,3,84,9,9,11,9,18,83,89,0,1022,12,10,204,13,336,"Hazardous","2015-12-23","03:16 PM","04:06 AM","06:49 AM","04:57 PM","shanghai"
"719","2015-12-24",10,8,0,3.8,2,92,8,8,10,8,21,98,89,3.1,1023,10,8,107,15,395,"Hazardous","2015-12-24","04:08 PM","05:09 AM","06:49 AM","04:58 PM","shanghai"
"720","2015-12-25",11,6,0,8.7,3,99,6,7,9,7,17,25,78,0,1026,11,10,293,13,314,"Hazardous","2015-12-25","05:03 PM","06:09 AM","06:50 AM","04:58 PM","shanghai"
"721","2015-12-26",13,5,0,8.7,3,100,6,11,12,11,12,3,67,0,1024,13,10,210,10,379,"Hazardous","2015-12-26","06:01 PM","07:05 AM","06:50 AM","04:59 PM","shanghai"
"722","2015-12-27",11,5,0,3.9,2,87,4,6,8,6,23,68,76,0.1,1030,11,10,64,16,343,"Hazardous","2015-12-27","06:59 PM","07:56 AM","06:51 AM","05:00 PM","shanghai"
"723","2015-12-28",8,3,0,8.7,3,79,1,4,7,4,18,26,68,0,1034,8,10,307,14,320,"Hazardous","2015-12-28","07:56 PM","08:42 AM","06:51 AM","05:00 PM","shanghai"
"724","2015-12-29",9,5,0,7.1,2,72,2,5,8,5,20,57,68,0.3,1026,9,10,214,14,267,"Very unhealthy","2015-12-29","08:52 PM","09:23 AM","06:51 AM","05:01 PM","shanghai"
"725","2015-12-30",12,4,0,8.7,3,65,5,10,11,10,8,15,71,0,1030,12,10,244,6,319,"Hazardous","2015-12-30","09:47 PM","10:01 AM","06:52 AM","05:01 PM","shanghai"
"726","2015-12-31",10,4,0,8.7,3,61,3,7,9,7,15,4,68,0,1034,10,10,227,12,327,"Hazardous","2015-12-31","10:39 PM","10:36 AM","06:52 AM","05:02 PM","shanghai"
"727","2016-01-01",12,3,0,8.7,3,50,6,10,11,10,13,6,72,0,1031,12,10,132,10,365,"Hazardous","2016-01-01","11:32 PM","11:09 AM","06:52 AM","05:03 PM","shanghai"
"728","2016-01-04",8,4,0,5.5,2,28,0,4,7,4,19,59,66,0.2,1026,8,10,177,14,358,"Hazardous","2016-01-04","01:16 AM","12:50 PM","06:53 AM","05:05 PM","shanghai"
"729","2016-03-14",12,4,0,10.2,2,36,3,6,9,6,21,26,70,0,1026,12,10,114,16,314,"Hazardous","2016-03-14","09:55 AM","11:46 PM","06:06 AM","06:02 PM","shanghai"
"730","2016-03-15",12,3,0,10.2,2,44,2,6,9,6,21,41,64,0,1022,12,10,105,15,320,"Hazardous","2016-03-15","10:46 AM","No moonset","06:04 AM","06:03 PM","shanghai"
"731","2016-03-16",17,9,0,11.6,4,51,7,12,13,12,15,18,69,0,1019,17,10,123,11,273,"Very unhealthy","2016-03-16","11:39 AM","12:45 AM","06:03 AM","06:03 PM","shanghai"
"732","2016-03-17",17,9,0,7.4,3,58,12,13,14,13,21,63,89,0.1,1016,17,8,124,14,290,"Very unhealthy","2016-03-17","12:34 PM","01:39 AM","06:02 AM","06:04 PM","shanghai"
"733","2016-03-18",19,13,0,6,4,65,14,16,16,16,9,89,86,0,1012,19,8,177,6,270,"Very unhealthy","2016-03-18","01:30 PM","02:28 AM","06:01 AM","06:04 PM","shanghai"
"734","2016-03-19",16,9,0,10.3,3,73,11,13,13,13,14,68,88,0.2,1018,16,7,49,10,334,"Hazardous","2016-03-19","02:25 PM","03:14 AM","06:00 AM","06:05 PM","shanghai"
"735","2016-03-20",17,7,0,10.5,3,80,6,11,12,11,19,41,67,0,1022,17,10,56,14,280,"Very unhealthy","2016-03-20","03:20 PM","03:55 AM","05:58 AM","06:06 PM","shanghai"
"736","2016-03-21",15,7,0,12.5,4,87,7,10,11,10,18,37,74,0,1022,15,10,76,13,315,"Hazardous","2016-03-21","04:14 PM","04:32 AM","05:57 AM","06:06 PM","shanghai"
"737","2016-03-22",12,9,0,9.2,3,94,9,10,11,10,21,76,83,0.3,1019,12,9,112,14,316,"Hazardous","2016-03-22","05:07 PM","05:08 AM","05:56 AM","06:07 PM","shanghai"
"738","2016-03-23",14,6,0,12.5,3,100,5,8,10,8,30,55,69,0.1,1023,14,10,26,21,283,"Very unhealthy","2016-03-23","06:00 PM","05:42 AM","05:55 AM","06:08 PM","shanghai"
"739","2016-03-24",11,5,0,11.8,2,100,-1,5,8,5,26,52,55,0,1029,11,10,178,19,253,"Very unhealthy","2016-03-24","06:52 PM","06:15 AM","05:53 AM","06:08 PM","shanghai"
"740","2016-03-25",14,5,0,11.8,3,84,-1,7,9,7,18,57,51,0,1028,14,10,181,13,163,"Unhealthy","2016-03-25","07:44 PM","06:48 AM","05:52 AM","06:09 PM","shanghai"
"741","2016-03-26",15,2,0,11.8,3,76,-2,9,10,9,12,45,45,0,1026,15,10,256,7,247,"Very unhealthy","2016-03-26","08:35 PM","07:23 AM","05:51 AM","06:10 PM","shanghai"
"742","2016-03-27",17,5,0,12.6,4,69,1,11,12,11,24,6,49,0,1025,17,10,285,17,341,"Hazardous","2016-03-27","09:28 PM","07:58 AM","05:50 AM","06:10 PM","shanghai"
"743","2016-03-28",19,7,0,12.6,5,62,3,13,14,13,27,4,48,0,1024,19,10,196,18,335,"Hazardous","2016-03-28","10:20 PM","08:37 AM","05:48 AM","06:11 PM","shanghai"
"744","2016-03-29",23,10,0,12.7,4,55,6,16,17,16,20,49,50,0,1020,23,10,191,13,325,"Hazardous","2016-03-29","11:12 PM","09:18 AM","05:47 AM","06:12 PM","shanghai"
"745","2016-03-30",20,13,0,9.2,4,47,9,16,17,16,16,84,61,0.1,1020,20,10,205,11,328,"Hazardous","2016-03-30","No moonrise","10:03 AM","05:46 AM","06:12 PM","shanghai"
"746","2016-03-31",16,11,0,9.2,3,43,11,13,14,13,10,74,85,0.3,1016,16,10,98,7,310,"Hazardous","2016-03-31","12:03 AM","10:52 AM","05:45 AM","06:13 PM","shanghai"
"747","2016-04-01",20,10,0,12.7,5,26,12,16,17,16,20,6,76,0,1015,20,10,145,15,336,"Hazardous","2016-04-01","12:53 AM","11:46 AM","05:44 AM","06:13 PM","shanghai"
"748","2016-04-02",20,12,0,10.6,4,19,14,16,16,16,26,58,84,0,1014,20,9,141,18,319,"Hazardous","2016-04-02","01:42 AM","12:42 PM","05:42 AM","06:14 PM","shanghai"
"749","2016-04-03",16,12,0,8,3,11,14,14,15,14,23,100,94,3.3,1013,16,6,275,16,315,"Hazardous","2016-04-03","02:28 AM","01:43 PM","05:41 AM","06:15 PM","shanghai"
"750","2016-04-04",18,10,0,12.8,3,4,8,13,14,13,18,65,69,0,1016,18,10,97,13,193,"Unhealthy","2016-04-04","03:13 AM","02:46 PM","05:40 AM","06:15 PM","shanghai"
"751","2016-04-05",18,12,0,10.6,4,0,10,14,15,14,21,75,75,0,1016,18,10,115,15,167,"Unhealthy","2016-04-05","03:57 AM","03:52 PM","05:39 AM","06:16 PM","shanghai"
"752","2016-04-06",21,13,0,9.3,4,0,16,17,17,17,27,75,90,1.7,1009,21,10,161,19,227,"Very unhealthy","2016-04-06","04:40 AM","04:59 PM","05:37 AM","06:17 PM","shanghai"
"753","2016-04-07",18,11,0,10.6,3,0,13,14,15,14,16,67,87,8.2,1013,18,10,243,11,315,"Hazardous","2016-04-07","05:24 AM","06:08 PM","05:36 AM","06:17 PM","shanghai"
"754","2016-04-08",21,12,0,12.8,5,3,14,18,18,18,13,11,79,0,1017,21,10,120,10,301,"Hazardous","2016-04-08","06:08 AM","07:17 PM","05:35 AM","06:18 PM","shanghai"
"755","2016-04-09",22,13,0,11.9,4,11,12,16,17,16,16,57,77,0,1014,22,10,133,11,283,"Very unhealthy","2016-04-09","06:55 AM","08:25 PM","05:34 AM","06:19 PM","shanghai"
"756","2016-04-10",21,11,0,12.9,4,19,11,17,17,17,13,39,71,0,1013,21,10,85,9,326,"Hazardous","2016-04-10","07:44 AM","09:32 PM","05:33 AM","06:19 PM","shanghai"
"757","2016-04-11",20,11,0,9.3,4,26,10,15,15,15,19,69,70,0,1017,20,10,86,13,300,"Very unhealthy","2016-04-11","08:36 AM","10:34 PM","05:32 AM","06:20 PM","shanghai"
"758","2016-04-12",18,13,0,10.6,4,34,14,15,16,15,22,72,90,1.9,1011,18,6,132,14,306,"Hazardous","2016-04-12","09:31 AM","11:33 PM","05:30 AM","06:20 PM","shanghai"
"759","2016-04-13",17,11,0,12.9,4,41,10,14,15,14,20,64,76,0.2,1015,17,9,173,14,333,"Hazardous","2016-04-13","10:26 AM","No moonset","05:29 AM","06:21 PM","shanghai"
"760","2016-04-14",19,11,0,11.9,4,49,11,15,16,15,18,61,76,0.5,1016,19,10,156,13,347,"Hazardous","2016-04-14","11:24 AM","12:25 AM","05:28 AM","06:22 PM","shanghai"
"761","2016-04-15",21,11,0,11.9,4,56,12,16,17,16,18,56,75,0.5,1015,21,9,156,12,319,"Hazardous","2016-04-15","12:20 PM","01:12 AM","05:27 AM","06:22 PM","shanghai"
"762","2016-04-16",19,12,0,13,4,64,11,15,16,15,18,60,73,0.2,1015,19,9,121,12,207,"Very unhealthy","2016-04-16","01:16 PM","01:55 AM","05:26 AM","06:23 PM","shanghai"
"763","2016-04-17",20,12,0,11.9,4,71,11,16,17,16,18,49,73,0.2,1014,20,10,138,13,309,"Hazardous","2016-04-17","02:09 PM","02:33 AM","05:25 AM","06:24 PM","shanghai"
"764","2016-04-18",21,12,0,12,4,79,12,17,17,17,22,56,75,0.2,1014,21,9,134,15,177,"Unhealthy","2016-04-18","03:03 PM","03:10 AM","05:24 AM","06:24 PM","shanghai"
"765","2016-04-19",20,13,0,10.7,4,87,12,17,17,17,23,57,76,0.8,1013,20,9,151,16,190,"Unhealthy","2016-04-19","03:55 PM","03:44 AM","05:22 AM","06:25 PM","shanghai"
"766","2016-04-20",19,13,0,13.1,4,94,12,15,16,15,24,64,81,1.3,1013,19,9,188,16,162,"Unhealthy","2016-04-20","04:47 PM","04:16 AM","05:21 AM","06:26 PM","shanghai"
"767","2016-04-21",23,14,0,12,5,100,15,19,20,19,19,54,79,0.3,1011,23,10,264,14,283,"Very unhealthy","2016-04-21","05:39 PM","04:49 AM","05:20 AM","06:26 PM","shanghai"
"768","2016-04-22",25,15,0,12,5,100,16,23,23,22,18,36,69,0.1,1011,25,10,175,13,335,"Hazardous","2016-04-22","06:31 PM","05:24 AM","05:19 AM","06:27 PM","shanghai"
"769","2016-04-23",16,14,0,8.2,3,83,13,14,15,14,31,96,90,12.9,1011,16,8,83,21,287,"Very unhealthy","2016-04-23","07:24 PM","05:59 AM","05:18 AM","06:28 PM","shanghai"
"770","2016-04-24",20,14,0,10.7,4,76,12,16,16,16,21,80,79,0.6,1014,20,9,70,14,305,"Hazardous","2016-04-24","08:16 PM","06:36 AM","05:17 AM","06:28 PM","shanghai"
"771","2016-04-25",16,13,0,8.2,3,68,11,14,15,14,20,92,77,1.3,1016,16,9,92,14,302,"Hazardous","2016-04-25","09:08 PM","07:17 AM","05:16 AM","06:29 PM","shanghai"
"772","2016-04-26",18,14,0,8.2,4,61,14,16,16,16,18,90,86,0,1012,18,8,86,13,290,"Very unhealthy","2016-04-26","09:59 PM","08:00 AM","05:15 AM","06:30 PM","shanghai"
"773","2016-04-27",17,14,0,8.2,4,53,13,15,15,15,26,98,87,0.1,1009,17,10,305,19,306,"Hazardous","2016-04-27","10:49 PM","08:48 AM","05:14 AM","06:30 PM","shanghai"
"774","2016-04-28",23,12,0,13.2,4,46,12,17,18,17,23,39,73,0.1,1014,23,10,240,17,338,"Hazardous","2016-04-28","11:38 PM","09:39 AM","05:13 AM","06:31 PM","shanghai"
"775","2016-04-29",26,12,0,13.2,6,38,12,23,23,23,11,1,54,0,1016,26,10,218,7,348,"Hazardous","2016-04-29","No moonrise","10:33 AM","05:12 AM","06:32 PM","shanghai"
"776","2016-04-30",26,15,0,13.2,6,30,11,21,21,21,30,5,55,0,1012,26,10,160,19,320,"Hazardous","2016-04-30","12:23 AM","11:31 AM","05:11 AM","06:32 PM","shanghai"
"777","2016-05-01",27,16,0,13.2,6,29,15,23,23,23,28,9,65,0,1010,27,10,159,19,309,"Hazardous","2016-05-01","01:08 AM","12:31 PM","05:10 AM","06:33 PM","shanghai"
"778","2016-05-02",26,19,0,13.3,5,22,19,24,24,22,30,47,83,4.7,1006,26,10,170,21,250,"Very unhealthy","2016-05-02","01:50 AM","01:34 PM","05:09 AM","06:34 PM","shanghai"
"779","2016-05-03",25,17,0,13.3,6,15,12,21,22,21,39,16,59,0.3,1009,25,10,281,28,237,"Very unhealthy","2016-05-03","02:32 AM","02:38 PM","05:08 AM","06:34 PM","shanghai"
"780","2016-05-04",28,16,0,13.3,6,8,14,24,24,24,23,7,59,0,1012,28,10,164,15,304,"Hazardous","2016-05-04","03:14 AM","03:44 PM","05:07 AM","06:35 PM","shanghai"
"781","2016-05-05",25,20,0,10.8,5,0,21,25,25,23,23,65,88,0.5,1008,25,9,176,15,247,"Very unhealthy","2016-05-05","03:57 AM","04:52 PM","05:07 AM","06:36 PM","shanghai"
"782","2016-05-06",30,19,0,13.3,6,0,20,25,25,24,20,46,78,0,1009,30,9,202,15,316,"Hazardous","2016-05-06","04:41 AM","06:01 PM","05:06 AM","06:37 PM","shanghai"
"783","2016-05-07",20,14,0,8.3,4,0,13,17,17,17,25,90,79,2.5,1015,20,8,75,18,323,"Hazardous","2016-05-07","05:30 AM","07:09 PM","05:05 AM","06:37 PM","shanghai"
"784","2016-05-08",17,15,0,8.3,4,7,13,16,16,16,16,99,84,1.1,1014,17,10,67,11,200,"Unhealthy","2016-05-08","06:20 AM","08:15 PM","05:04 AM","06:38 PM","shanghai"
"785","2016-05-09",20,14,0,8.4,4,14,15,18,18,18,11,99,87,0,1011,20,9,57,8,306,"Hazardous","2016-05-09","07:15 AM","09:18 PM","05:03 AM","06:39 PM","shanghai"
"786","2016-05-10",18,14,0,10.8,4,21,14,17,17,17,19,74,85,8.3,1010,18,8,291,15,188,"Unhealthy","2016-05-10","08:12 AM","10:15 PM","05:03 AM","06:39 PM","shanghai"
"787","2016-05-11",26,13,0,13.4,6,29,15,21,22,21,16,3,72,0,1012,26,10,200,10,332,"Hazardous","2016-05-11","09:12 AM","11:07 PM","05:02 AM","06:40 PM","shanghai"
"788","2016-05-12",26,15,0,13.4,6,36,17,23,23,22,20,0,77,0,1011,26,10,149,15,312,"Hazardous","2016-05-12","10:10 AM","11:53 PM","05:01 AM","06:41 PM","shanghai"
